date,window,search_clicks,search_impressions,search_ctr_percent,average_position,ga_active_users,ga_sessions,indexed_pages,sitemap_urls,notes
2026-09-20,last_3_months_search_last_7_days_ga,4,122,3.3,7.4,12,17,3,32,"Baseline before topic hubs; Search Console index report last updated 2026-09-14"
